anio,mes,conglomerado,muestra,selviv,hogar,region,llave_panel,estrato,c201,c203,c204,c205,c206,c207,c208,nroinf,c301_dia,c301_mes,c301_anio,c303,c304,c305,c306_1,c306_2,c306_3,c306_4,c306_5,c306_6,c306_7,c306_8,c306_9,c306_10,c306_10a,c306_11,c300n,c306a,c308_cod,c309_cod,c310,c311,c312,c313,c317,c317a,c318_1,c318_2,c318_3,c318_4,c318_5,c318_6,c318_7,c318_t,c328_t,whorat,c330,c331,c333,c334,p209h,c335,c338,c339_1,c341_t,c342,c344,c345_1,c347_t,c348,c350,c352,c353,c354,c355,c356,c357_i,c358,c359,seguro1,c361_1,c362_1,c361_2,c362_2,c361_3,c362_3,c361_4,c362_4,c361_5,c362_5,c361_6,c362_6,c361_7,c362_7,c361_8,c362_8,c364_1,c365_1,c364_2,c365_2,c364_3,c365_3,c364_4,c365_4,c366,c366_1,c366_2,c375_1,c375_2,c375_3,c375_4,c375_5,c375_6,c376,c377,ocup300,i339_1,d341_t,i342,d344,i345_1,i348,d347_t,d350,d351_t,ingtot,ingtotp,ingtrabw,resident,factor_expansion,trimestre,fa_amj24,fa_efm24,fa_jas24,fa_efm25,fa_son24,grupo_edad,tiene_seguro,nivel_educativo_agrupado
2024,4,17262,1,35,1,1,202404172621003512,1,2,2,1,2, ,2,45.0,2,20.0,3.0,1979.0,1,,, , , , , , , , , , , , ,2, ,9111.0,9700.0,6, , , ,1,1.0,0.0,0.0,7.0,7.0,7.0,0.0,0.0,21.0,,21.0,1,,1,1,1,2,4,1000.0,15.0,, ,, ,, , , , , , , , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,1,1,1,1000.0,450,,,,,,, ,1450.0,1450.0,1450.0,1,,2024_AbrMayJun,322.630110639428,,,,,40-59,0,
2024,4,17262,1,35,1,1,202404172621003513,1,3,3,1,2, ,2,16.0,3,15.0,12.0,2007.0,2,2.0,2.0,2,2,2,2,2,2,2,2,2,2,2,2,3,2,,, , , , , ,,,,,,,,,,,, ,, , , , , ,,,, ,, ,, ,2,4,2,2,5, , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,4, ,2,2,2,2,2,2,10,7,4,, ,,,,,,, ,,,,1,,2024_AbrMayJun,378.832946774247,,,,,15-24,0,
2024,4,17262,1,35,1,1,202404172621003514,1,4,3,1,2, ,2,14.0,4,10.0,8.0,2009.0,2,2.0,2.0,2,2,2,2,2,2,2,2,2,2,2,2,4,2,,, , , , , ,,,,,,,,,,,, ,, , , , , ,,,, ,, ,, ,2,4,2,2,5, , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,2, ,2,2,2,2,2,2,10,7,4,, ,,,,,,, ,,,,1,,2024_AbrMayJun,378.832946774247,,,,,0-14,0,
2024,4,17262,1,35,1,1,202404172621003515,1,5,3,1,2, ,1,10.0, ,,,, ,,, , , , , , , , , , , , , , ,,, , , , , ,,,,,,,,,,,, ,, , , , , ,,,, ,, ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,, ,,,,,,, ,,,,1,,2024_AbrMayJun, ,,,,,0-14,0,
2024,4,17262,1,38,1,1,202404172621003811,1,1,1,1,2, ,1,71.0,1,29.0,10.0,1952.0,2,2.0,2.0,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,, , , , , ,,,,,,,,,,,, ,, , , , , ,,,, ,, ,, ,1,3,1,1,13,5,2,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,2,, ,,,,,,, ,,,,1,,2024_AbrMayJun,379.675865046555,,,,,60+,0,
2024,4,17262,1,38,1,1,202404172621003812,1,2,3,1,2, ,2,19.0,2,19.0,5.0,2004.0,2,2.0,2.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,, , , , , ,,,,,,,,,,,, ,, , , , , ,,,, ,, ,, ,2,5,1,2,6, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4,, ,,,,,,, ,,,,1,,2024_AbrMayJun,378.832946774247,,,,,15-24,0,
2024,4,17262,1,38,1,1,202404172621003813,1,3,5,1,2, ,1,4.0, ,,,, ,,, , , , , , , , , , , , , , ,,, , , , , ,,,,,,,,,,,, ,, , , , , ,,,, ,, ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,, ,,,,,,, ,,,,1,,2024_AbrMayJun, ,,,,,0-14,0,
2024,4,17262,1,38,1,1,202404172621003814,1,4,5,1,2, ,2,1.0, ,,,, ,,, , , , , , , , , , , , , , ,,, , , , , ,,,,,,,,,,,, ,, , , , , ,,,, ,, ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,, ,,,,,,, ,,,,1,,2024_AbrMayJun, ,,,,,0-14,0,
2024,4,17447,1,132,1,1,202404174471013211,1,1,1,1,2, ,2,37.0,1,1.0,7.0,1986.0,1,,, , , , , , , , , , , , ,1, ,3144.0,4322.0,3,5,1, ,5,5000.0,0.0,8.0,8.0,8.0,8.0,8.0,0.0,40.0,,40.0,1,,2, ,2,2,4,1800.0,,, ,, ,, , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1,1800.0, ,,,,,,,459,1800.0,1800.0,2259.0,1,,2024_AbrMayJun,501.825106502392,,,,,25-39,0,
2024,4,17447,1,132,1,1,202404174471013212,1,2,3,1,2, ,2,15.0,2,22.0,11.0,2008.0,2,2.0,2.0,2,2,2,2,2,2,2,2,2,1,2,2,2, ,9412.0,5630.0,4, ,3,2,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,12.0,,,1,,2, , , , ,,,, ,, ,, ,2,4,2,2,5, , ,2,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,3, ,2,2,2,2,2,2,10,7,4,, ,,,,,,, ,,,,1,,2024_AbrMayJun,444.311235609534,,,,,15-24,0,
2024,4,17447,1,132,1,1,202404174471013213,1,3,6,1,2, ,2,70.0,3,6.0,2.0,1954.0,1,,, , , , , , , , , , , , ,3, ,5120.0,5630.0,2, ,3,2,1,2.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,42.0,,42.0,1,,2, ,2,2, ,,,, ,, ,, , , , , , , , ,2,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,4,2, ,2, ,4,5, ,2,2,2,2,2,2,10,7,1,, ,333.0,13.0,,,,, ,346.0,346.0,346.0,1,,2024_AbrMayJun,378.394182247482,,,,,60+,0,
2024,4,17447,1,132,1,1,202404174471013214,1,4,7,1,2, ,1,58.0,1,15.0,7.0,1965.0,2,2.0,2.0,2,2,2,2,2,2,2,2,2,2,2,2,4,2,,, , , , , ,,,,,,,,,,,, ,, , , , , ,,,, ,, ,, ,2,7,2,2,7, , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4,, ,,,,,,, ,,,,1,,2024_AbrMayJun,445.299845661211,,,,,40-59,0,
2024,4,17447,1,135,1,1,202404174471013511,1,1,1,1,2, ,2,88.0,1,30.0,9.0,1935.0,2,2.0,2.0,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,, , , , , ,,,,,,,,,,,, ,, , , , , ,,,, ,, ,, ,2,5,2,2,3, , ,1,4,2, ,2, ,2, ,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,4,4,5, ,2,2,2,2,2,2,10,1,4,, ,,,,,,, ,,,,1,,2024_AbrMayJun,378.394182247482,,,,,60+,0,
2024,4,25034,1,50,1,1,202404250341005011,1,1,1,1,2, ,1,68.0,1,6.0,1.0,1956.0,2,2.0,2.0,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,, , , , , ,,,,,,,,,,,, ,, , , , , ,,,, ,, ,, ,2,6,2,2,7, , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,2, ,6,5, ,1,2,2,2,2,2,10,7,4,, ,,,,,,, ,,,,1,,2024_AbrMayJun,750.770075317899,,,,,60+,0,
2024,4,25034,1,50,1,1,202404250341005012,1,2,2,1,2, ,2,54.0,2,10.0,1.0,1970.0,1,,, , , , , , , , , , , , ,2, ,5112.0,8413.0,3,2, , ,5,9998.0,0.0,7.0,7.0,7.0,0.0,0.0,7.0,28.0,,42.0,2,42.0,1,2,2,1,4,1550.0,,, ,, ,, , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,1550.0, ,,,,,,,50,1550.0,1550.0,1600.0,1,,2024_AbrMayJun,637.96794783067,,,,,40-59,0,
2024,4,25034,1,50,1,1,202404250341005013,1,3,3,1,2, ,1,29.0,3,21.0,4.0,1994.0,1,,, , , , , , , , , , , , ,3, ,2511.0,8411.0,3,2, , ,5,9998.0,0.0,8.0,8.0,8.0,0.0,0.0,0.0,24.0,,40.0,2,40.0,2, ,2,2,4,4000.0,,, ,, ,, , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,4000.0, ,,,,,,,50,4000.0,4000.0,4050.0,1,,2024_AbrMayJun,802.280396379026,,,,,25-39,0,
2024,4,25034,1,51,1,1,202404250341005111,1,1,1,1,2, ,1,38.0,1,12.0,9.0,1985.0,1,,, , , , , , , , , , , , ,1, ,9541.0,4789.0,2, ,3,2,1,1.0,7.0,5.0,5.0,5.0,5.0,0.0,0.0,27.0,,42.0,2,42.0,2, ,2,2, ,,,, ,, ,, , , , , , , , ,1,1,1,2,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,, ,2700.0,,,,,, ,2700.0,2700.0,2700.0,1,,2024_AbrMayJun,802.280396379026,,,,,25-39,0,
2024,4,18753,1,7,1,1,202404187531000711,1,1,1,1,2, ,1,70.0,1,30.0,12.0,1953.0,1,,, , , , , , , , , , , , ,1, ,9313.0,4100.0,3,5,3,2,1,2.0,0.0,8.0,8.0,8.0,0.0,0.0,0.0,24.0,,48.0,2,48.0,1,1,1,1,2,180.0,,, ,, ,, , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1, , ,2,2,2,2,2,2,1,1,1,779.0, ,,,,,,, ,779.0,779.0,779.0,1,,2024_AbrMayJun,743.900152643022,,,,,60+,0,
2024,4,18753,1,7,1,1,202404187531000712,1,2,2,1,2, ,2,67.0,2,10.0,4.0,1956.0,1,,, , , , , , , , , , , , ,2, ,5212.0,4711.0,2, ,3,2,1,1.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,77.0,,77.0,1,,2, ,2,2, ,,,, ,, ,, , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,3,4, ,2,2,2,2,2,2,1,1,1,, ,380.0,65.0,,,,, ,445.0,445.0,445.0,1,,2024_AbrMayJun,632.130221188741,,,,,60+,0,
2024,4,18753,1,7,1,1,202404187531000713,1,3,5,1,2, ,1,19.0,3,31.0,1.0,2005.0,1,,, , , , , , , , , , , , ,3, ,9334.0,4921.0,3,5,3,2,1,2.0,0.0,16.0,16.0,16.0,0.0,0.0,16.0,64.0,,64.0,1,,2, ,2,2,2,180.0,60.0,, ,, ,, , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,779.0,260,,,,,,, ,1039.0,1039.0,1039.0,1,,2024_AbrMayJun,701.23630510417,,,,,15-24,0,
2024,4,18753,1,8,1,1,202404187531000811,1,1,1,1,2, ,1,54.0,2,13.0,5.0,1969.0,2,2.0,2.0,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,, , , , , ,,,,,,,,,,,, ,, , , , , ,,,, ,, ,, ,1,3,1,1,13,5,2,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,2,, ,,,,,,, ,,,,1,,2024_AbrMayJun,743.900152643022,,,,,40-59,0,
2024,4,18753,1,8,1,1,202404187531000812,1,2,2,1,2, ,2,39.0,2,1.0,10.0,1984.0,2,2.0,2.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,, , , , , ,,,,,,,,,,,, ,, , , , , ,,,, ,, ,, ,1,5,1,1,13,5,2,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,3, ,3,2,2,2,2,2,2,10,9,2,, ,,,,,,, ,,,,1,,2024_AbrMayJun,838.328997785567,,,,,25-39,0,
2024,4,18753,1,8,1,1,202404187531000813,1,3,3,1,2, ,1,19.0,3,24.0,9.0,2004.0,1,,, , , , , , , , , , , , ,3, ,8331.0,4921.0,1, ,3,2,1,2.0,0.0,0.0,0.0,0.0,14.0,14.0,14.0,42.0,,42.0,1,,1,2,2,2, ,,,, ,, ,, , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,, ,3587.0,,,,,, ,3587.0,3587.0,3587.0,1,,2024_AbrMayJun,701.23630510417,,,,,15-24,0,
2024,4,18753,1,8,1,1,202404187531000814,1,4,3,1,2, ,1,17.0,4,1.0,9.0,2006.0,1,,, , , , , , , , , , , , ,4, ,9313.0,4100.0,3,5,3,2,1,5.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,14.0,,14.0,1,,2, ,2,1,2,100.0,30.0,, ,, ,, , , , , , , , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,3, ,2,2,2,2,2,2,10,7,1,433.0,130,,,,,,, ,563.0,563.0,563.0,1,,2024_AbrMayJun,701.23630510417,,,,,15-24,0,
2024,4,18753,1,8,1,1,202404187531000815,1,5,3,1,2, ,1,12.0, ,,,, ,,, , , , , , , , , , , , , , ,,, , , , , ,,,,,,,,,,,, ,, , , , , ,,,, ,, ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,, ,,,,,,, ,,,,1,,2024_AbrMayJun, ,,,,,0-14,0,
2024,4,18753,1,8,1,1,202404187531000816,1,6,3,1,2, ,2,10.0, ,,,, ,,, , , , , , , , , , , , , , ,,, , , , , ,,,,,,,,,,,, ,, , , , , ,,,, ,, ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,, ,,,,,,, ,,,,1,,2024_AbrMayJun, ,,,,,0-14,0,
2024,4,18753,1,9,1,1,202404187531000911,1,1,1,1,2, ,1,35.0,1,29.0,4.0,1988.0,1,,, , , , , , , , , , , , ,1, ,9313.0,4100.0,3,5,3,2,1,2.0,0.0,8.0,8.0,8.0,8.0,8.0,5.0,45.0,,45.0,1,,1,1,1,1,2,350.0,,, ,, ,, , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,8,1, ,2,2,2,2,2,2,10,7,1,1516.0, ,,,,,,, ,1516.0,1516.0,1516.0,1,,2024_AbrMayJun,794.939128435762,,,,,25-39,0,
2024,4,18753,1,9,1,1,202404187531000912,1,2,6,1,2, ,2,76.0,2,4.0,4.0,1947.0,2,2.0,2.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,, , , , , ,,,,,,,,,,,, ,, , , , , ,,,, ,, ,, ,2,5,2,2,3, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,3,4, ,2,2,2,2,2,2,10,1,4,, ,,,,,,, ,,,,1,,2024_AbrMayJun,632.130221188741,,,,,60+,0,
2024,4,18753,1,10,1,1,202404187531001011,1,1,1,1,2, ,2,68.0,1,31.0,8.0,1955.0,1,,, , , , , , , , , , , , ,1, ,5212.0,4721.0,2, ,3,2,1,1.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,77.0,,77.0,1,,2, ,2,2, ,,,, ,, ,, , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,4,5, ,2,2,2,2,2,2,1,7,1,, ,297.0,260.0,,,,, ,557.0,557.0,557.0,1,,2024_AbrMayJun,632.130221188741,,,,,60+,0,
2024,4,18753,1,10,1,1,202404187531001012,1,2,5,1,2, ,1,18.0,2,22.0,7.0,2005.0,1,,, , , , , , , , , , , , ,2, ,7231.0,4520.0,3,5,2,2,1,3.0,0.0,9.0,9.0,9.0,0.0,0.0,0.0,27.0,,27.0,1,,2, ,2,2,2,150.0,60.0,, ,, ,, , , , , , , , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,8,1, ,2,2,2,2,2,2,10,7,1,650.0,260,,,,,,, ,910.0,910.0,910.0,1,,2024_AbrMayJun,701.23630510417,,,,,15-24,0,
2024,4,27680,1,28,1,1,202404276801002811,1,1,1,1,2, ,1,60.0,1,24.0,8.0,1963.0,2,2.0,2.0,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,, , , , , ,,,,,,,,,,,, ,, , , , , ,,,, ,, ,, ,2,6,1,1,3, , ,2,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,10,1, ,2,2,2,2,2,2,10,7,4,, ,,,,,,, ,,,,1,,2024_AbrMayJun,878.950331545819,,,,,60+,0,
2024,4,27680,1,28,1,1,202404276801002812,1,2,3,1,2, ,2,31.0,1,,,1993.0,1,,, , , , , , , , , , , , ,2, ,5142.0,9602.0,3,5,2,1,1,4.0,0.0,10.0,10.0,10.0,6.0,0.0,10.0,46.0,12.0,58.0,1,,2, ,2,2,2,450.0,,, ,, ,700.0, , , , , , , , ,2,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,1949.0, ,,,,700.0,,, ,2649.0,1949.0,2649.0,1,,2024_AbrMayJun,990.522112315916,,,,,25-39,0,
2024,4,27680,1,30,1,1,202404276801003011,1,1,1,1,2, ,2,87.0,1,3.0,5.0,1936.0,2,2.0,2.0,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,, , , , , ,,,,,,,,,,,, ,, , , , , ,,,, ,, ,, ,2,6,2,2,3, , ,1,2,2, ,1,2,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,4,5, ,2,2,2,2,2,2,10,5,4,, ,,,,,,, ,,,,1,,2024_AbrMayJun,746.889304323881,,,,,60+,0,
2024,4,2442801,1,14,1,1,20240424428011001411,1,1,1,1,2, ,1,56.0,1,11.0,11.0,1967.0,1,,, , , , , , , , , , , , ,1, ,7234.0,3312.0,2, ,2,2,1,1.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,12.0,33.0,45.0,1,,1,1,1,2, ,,,, ,, ,1800.0, , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,, ,1515.0,,,1800.0,,, ,3315.0,1515.0,3315.0,1,,2024_AbrMayJun,745.993542859633,,,,,40-59,0,
2024,4,2442801,1,14,1,1,20240424428011001412,1,2,3,1,2, ,2,35.0,2,26.0,3.0,1989.0,1,,, , , , , , , , , , , , ,2, ,3257.0,8610.0,3,5,1, ,5,579.0,0.0,5.0,8.0,8.0,0.0,0.0,0.0,21.0,,21.0,1,,1,1,1,2,4,5000.0,,, ,, ,, , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,12,2, ,2,2,2,2,2,2,10,7,1,5000.0, ,,,,,,,1251,5000.0,5000.0,6251.0,1,,2024_AbrMayJun,840.688117777719,,,,,25-39,0,
2024,4,2442801,1,14,1,1,20240424428011001413,1,3,3,1,2, ,1,21.0,3,13.0,8.0,2002.0,2,2.0,2.0,2,2,2,2,2,2,2,2,2,2,2,2,3,2,,, , , , , ,,,,,,,,,,,, ,, , , , , ,,,, ,, ,, ,2,4,1,2,6, , ,1,5,2, ,2, ,2, ,2, ,1,5,1,4,2, ,2, ,2, ,2, ,2, ,2, ,10,2, ,2,2,2,2,2,2,10,7,4,, ,,,,,,, ,,,,1,,2024_AbrMayJun,703.20963608874,,,,,15-24,0,
2024,4,2442801,1,14,1,1,20240424428011001414,1,4,3,1,2, ,2,17.0,4,21.0,6.0,2006.0,2,2.0,2.0,2,2,2,2,2,2,2,2,2,2,2,2,4,2,,, , , , , ,,,,,,,,,,,, ,, , , , , ,,,, ,, ,, ,2,5,2,2,3, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4,, ,,,,,,, ,,,,1,,2024_AbrMayJun,744.337362822422,,,,,15-24,0,
2024,4,2442801,1,15,1,1,20240424428011001511,1,1,1,1,2, ,1,46.0,2,15.0,11.0,1977.0,1,,, , , , , , , , , , , , ,1, ,3314.0,2395.0,3,5,1, ,4,500.0,0.0,8.0,8.0,8.0,0.0,0.0,8.0,32.0,,48.0,2,48.0,1,1,1,2,4,3500.0,,, ,, ,, , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1,3500.0, ,,,,,,,884,3500.0,3500.0,4384.0,1,,2024_AbrMayJun,745.993542859633,,,,,40-59,0,
2024,4,2442801,1,15,1,1,20240424428011001512,1,2,2,1,2, ,2,45.0,2,10.0,10.0,1978.0,1,,, , , , , , , , , , , , ,2, ,5212.0,4761.0,2, ,2,2,1,1.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,56.0,,56.0,1,,1,1,1,2, ,,,, ,, ,, , , , , , , , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,, ,1048.0,20.0,,,,, ,1068.0,1068.0,1068.0,1,,2024_AbrMayJun,633.90908252646,,,,,40-59,0,
2024,4,2442801,1,15,1,1,20240424428011001513,1,3,3,1,2, ,2,15.0,2,9.0,3.0,2009.0,2,2.0,2.0,2,2,2,2,2,2,2,2,2,2,2,2,3,2,,, , , , , ,,,,,,,,,,,, ,, , , , , ,,,, ,, ,, ,2,4,2,2,5, , ,2,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,3, ,2,2,2,2,2,2,10,7,4,, ,,,,,,, ,,,,1,,2024_AbrMayJun,744.337362822422,,,,,15-24,0,
2024,4,21270,1,82,1,1,202404212701008211,1,1,1,1,2, ,1,67.0,1,26.0,12.0,1956.0,2,2.0,2.0,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,, , , , , ,,,,,,,,,,,, ,, , , , , ,,,, ,, ,, ,2,5,1,1,3, , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,2, ,2, ,8,1, ,2,2,2,2,2,2,10,7,4,, ,,,,,,, ,,,,1,,2024_AbrMayJun,1214.03859680954,,,,,60+,0,
2024,4,21270,1,82,1,1,202404212701008212,1,3,3,1,2, ,2,39.0,3,14.0,5.0,1984.0,1,,, , , , , , , , , , , , ,3, ,2221.0,8610.0,3,5,1, ,4,150.0,12.0,0.0,12.0,0.0,12.0,0.0,0.0,36.0,,36.0,1,,2, ,2,2,4,2500.0,60.0,, ,, ,, , , , , , , , ,2,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,2500.0,260,,,,,,,416,2760.0,2760.0,3176.0,1,,2024_AbrMayJun,1368.14565304269,,,,,25-39,0,
2024,4,21270,1,82,1,1,202404212701008213,1,4,4,1,2, ,1,42.0,4,29.0,3.0,1982.0,2,2.0,2.0,2,2,2,2,2,2,2,2,2,2,2,2,4,2,,, , , , , ,,,,,,,,,,,, ,, , , , , ,,,, ,, ,, ,2,7,2,2,7, , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,10,3, ,2,2,2,2,2,2,10,7,4,, ,,,,,,, ,,,,1,,2024_AbrMayJun,1297.33376261084,,,,,40-59,0,
2024,4,21270,1,82,1,1,202404212701008214,1,5,5,1,2, ,2,14.0,5,27.0,10.0,2009.0,2,2.0,2.0,2,2,2,2,2,2,2,2,2,2,2,2,5,2,,, , , , , ,,,,,,,,,,,, ,, , , , , ,,,, ,, ,, ,2,4,2,2,5, , ,2,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,2, ,2,2,2,2,2,2,10,7,4,, ,,,,,,, ,,,,1,,2024_AbrMayJun,1211.34331009066,,,,,0-14,0,
2024,4,21270,1,82,1,1,202404212701008215,1,2,3,1,2, ,1,28.0,2,8.0,8.0,1995.0,1,,, , , , , , , , , , , , ,2, ,9621.0,4923.0,2, ,2,2,1,1.0,0.0,9.0,9.0,9.0,9.0,9.0,9.0,54.0,6.0,60.0,1,,1,2,2,2, ,,,, ,, ,800.0, , , , , , , , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,10,2, ,2,2,2,2,2,2,10,7,1,, ,2000.0,,,800.0,,, ,2800.0,2000.0,2800.0,1,,2024_AbrMayJun,1297.33376261084,,,,,25-39,0,
2024,4,21270,1,85,1,1,202404212701008511,1,1,1,1,2, ,1,59.0,1,22.0,8.0,1964.0,1,,, , , , , , , , , , , , ,1, ,8322.0,4922.0,2, ,3,2,1,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,,15.0,1,,2, ,2,2, ,,,, ,, ,, , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,, ,650.0,,,,,, ,650.0,650.0,650.0,1,,2024_AbrMayJun,1214.03859680954,,,,,40-59,0,
2024,4,21270,1,85,1,1,202404212701008512,1,2,2,1,2, ,2,58.0,2,30.0,3.0,1966.0,2,2.0,2.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,, , , , , ,,,,,,,,,,,, ,, , , , , ,,,, ,, ,, ,2,5,2,2,6, , ,1,1,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,4,, ,,,,,,, ,,,,1,,2024_AbrMayJun,1031.63103812556,,,,,40-59,0,
