ANIO,MES,CONGLOMERADO,MUESTRA,SELVIV,HOGAR,REGION,LLAVE_PANEL,ESTRATO,C201,C203,C204,C205,C206,C207,C208,C300n,NROINF,C301_DIA,C301_MES,C301_ANIO,C303,C304,C305,C306_1,C306_2,C306_3,C306_4,C306_5,C306_6,C306_7,C306_8,C306_9,C306_10,C306_10A,C306_11,C306A,C308_COD,C309_COD,C310,C311,C312,C313,C317,C317A,C318_1,C318_2,C318_3,C318_4,C318_5,C318_6,C318_7,C318_T,C328_T,whoraT,C330,C331,C333,C334,P209H,C335,C338,C339_1,C341_T,C342,C344,C345_1,C347_T,C348,C350,C352,C353,C354,C355,C356,C357_I,C358,C359,SEGURO1,C361_1,C362_1,C361_2,C362_2,C361_3,C362_3,C361_4,C362_4,C361_5,C362_5,C361_6,C362_6,C361_7,C362_7,C361_8,C362_8,C364_1,C365_1,C364_2,C365_2,C364_3,C365_3,C364_4,C365_4,C366,C366_1,C366_2,C375_1,C375_2,C375_3,C375_4,C375_5,C375_6,C376,C377,OCUP300,I339_1,D341_T,I342,D344,I345_1,I348,D347_T,D350,D351_T,INGTOT,INGTOTP,ingtrabw,RESIDENT,fa_efm24
2024,01,2247202,1,0032,1,1,20221022472021003212,1,2,2,1,2, ,2,59,2,2,16,6,1964,1, , , , , , , , , , , , , , , ,5212,4711,2, ,2,2,1,2,10,6,10,10,10,10,10,66, ,70,2,70,2, ,2,2, , , , , , , , , , , , , , , , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,1,1,1, , ,1300,300, , , , , ,1600,1600,1600,1,591.998688306993
2024,01,2247202,1,0032,1,1,20221022472021003213,1,3,3,1,2, ,2,24,3,3,13,5,1999,1, , , , , , , , , , , , , , , ,3123,4210,3,5,1, ,4,200,0,9,9,9,9,9,9,54, ,54,2,48,2, ,2,2,4,1800, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,1800, , , , , , , ,533,1800,1800,2333,1,751.910227772446
2024,01,21063,1,0100,1,1,202301210631010011,1,1,1,1,2, ,1,45,1,1,29,1,1978,1, , , , , , , , , , , , , , , ,5414,8010,3,4,1, ,4,500,12,12,0,12,12,12,12,72,5,77,1, ,2, ,2,2,4,1750, , , , , ,1299, , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,1750, , , , ,1299, , ,452,3049,1750,3501,1,764.050732972272
2024,01,21063,1,0100,1,1,202301210631010012,1,2,2,1,2, ,2,34,2,2,8,8,1989,1, , , , , , , , , , , , , , , ,9412,5610,3,5,2,2,1,3,0,0,7,7,7,7,7,35, ,42,2,42,2, ,2,2,2,125,60, , , , , , , , , , , , , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,3, ,5,2,2,2,2,2,2,10,9,1,541,260, , , , , , , ,801,801,801,1,926.640715458465
2024,01,21063,1,0100,1,1,202301210631010013,1,3,3,1,2, ,2,19,3,3,8,11,2004,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,1,1,5, , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,10,2, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,892.60941817583
2024,01,21063,1,0100,1,1,202301210631010014,1,4,3,1,2, ,1,11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2024,01,21063,1,0100,1,1,202301210631010015,1,5,3,1,2, ,1,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2024,01,21063,1,0100,1,1,202301210631010016,1,6,6,1,2, ,2,72,6,1,3,11,1951,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,2,2,7, , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,9,3, ,1,2,1,2,2,2,10,7,4, , , , , , , , , , , , ,1,702.774859568047
2024,01,19333,1,0040,1,1,202301193331004011,1,1,1,1,2, ,1,48,1,1,24,6,1975,1, , , , , , , , , , , , , , , ,5141,9602,1, ,2,2,1,2,14,12,12,12,12,12,12,86, ,86,2,72,1,1,1,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , ,1000, , , , , , ,1000,1000,1000,1,544.12138845467
2024,01,2153301,1,0046,1,1,20230121533011004611,1,1,1,1,2, ,2,64,1,1,2,11,1959,1, , , , , , , , , , , , , , , ,9111,9700,6, , , ,1,1,0,0,7,7,7,7,7,35, ,54,2,54,1,2,2,2,4,180,6, , , , , , , , , , , , , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,4,5, ,2,2,2,2,2,2,10,7,1,180,180, , , , , , , ,360,360,360,1,594.741298873054
2024,01,17902,1,0063,1,1,202401179021006312,1,1,1,1,2, ,2,72,1,1,28,9,1951,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2,2,6, , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,3, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,567.512994289062
2024,01,17902,1,0063,1,1,202401179021006313,1,2,3,1,2, ,1,40,2,2,21,9,1983,1, , , , , , , , , , , , , , , ,8322,4922,2, ,3,2,1,1,11,8,12,12,12,12,12,79, ,79,2,72,1,1,1,2, , , , , , , , , , , , , , , , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , ,1400, , , , , , ,1400,1400,1400,1,760.4272143087
2024,01,17902,1,0063,1,1,202401179021006314,1,3,3,1,2, ,2,30,3,3,13,7,1993,1, , , , , , , , , , , , , , , ,4223,8620,3,5,1, ,2,30,0,0,8,8,8,8,8,40, ,40,1, ,1,2,2,2,4,1050, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,1050, , , , , , , , ,1050,1050,1050,1,748.291774955095
2024,01,17902,1,0063,1,1,202401179021006315,1,4,7,1,2, ,2,65,4,4,7,2,1958,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,2,6, , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,3, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,567.512994289062
2024,01,19826,1,0050,1,1,202301198261005011,1,1,1,1,2, ,2,43,1,1,22,6,1980,1, , , , , , , , , , , , , , , ,2145,2100,3,5,1, ,4,250,0,0,0,12,0,0,12,24, ,48,2,48,2, ,2,2,4,4000, , , , , , , , , , , , , , ,1,3,1,1,2, ,1,1,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,4000, , , , , , , ,999,4000,4000,4999,1,717.621499858968
2024,01,19826,1,0050,1,1,202301198261005012,1,2,2,1,2, ,1,43,2,1,6,8,1980,1, , , , , , , , , , , , , , , ,2521,4100,3,5,1, ,3,70,0,0,0,8,8,8,0,24, ,40,2,40,2, ,2,2,4,3500, , , , , , , , , , , , , , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,3500, , , , , , , , ,3500,3500,3500,1,729.259543309204
2024,01,19826,1,0050,1,1,202301198261005013,1,3,3,1,2, ,1,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2024,01,19826,1,0050,1,1,202301198261005014,1,4,3,1,2, ,1,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2024,01,47318,1,0021,1,1,202310473181002113,1,1,1,1,2, ,2,28,1,1,20,6,1995,1, , , , , , , , , , , , , , , ,4222,8220,3,5,1, ,5,2000,0,0,8,8,8,8,8,40, ,40,1, ,2, ,2,2,4,1025, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,10,1, ,2,1,2,2,2,2,10,7,1,1025, , , , , , , ,50,1025,1025,1075,1,810.985620194864
2024,01,47318,1,0021,1,1,202310473181002112,1,2,7,1,2, ,2,18,2,2,28,1,2005,1, , , , , , , , , , , , , , , ,4222,8220,3,5,1, ,4,400,0,0,8,8,8,8,0,32, ,40,2,40,2, ,2,2,4,1025, , , , , , , , , , , , , , ,2,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,6,5, ,2,1,2,2,2,2,10,7,1,1025, , , , , , , , ,1025,1025,1025,1,781.201808332962
2024,01,47318,1,0021,1,1,202310473181002111,1,3,7,1,1, ,1,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
2024,01,21009,1,0046,1,1,202210210091004611,1,1,1,1,2, ,1,26,1,1,26,5,1997,1, , , , , , , , , , , , , , , ,4323,1104,3,5,1, ,5,1000,5,0,8,8,8,8,8,45, ,48,2,48,2, ,2,2,4,1800, , , , , , , , , , , , , , ,1,3,1,1,2, ,1,1,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,10,2, ,2,2,2,2,2,2,10,7,1,1800, , , , , , , ,475,1800,1800,2275,1,846.040307146946
2024,01,21009,1,0046,1,1,202210210091004612,1,2,2,1,2, ,2,34,2,2,12,2,1989,1, , , , , , , , , , , , , , , ,5212,4772,3,5,1, ,1,6,8,0,8,8,8,8,8,48, ,48,1, ,2, ,2,2,4,1600, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1,1600, , , , , , , , ,1600,1600,1600,1,832.538593051376
2024,01,21009,1,0046,1,1,202210210091004613,1,3,3,1,2, ,2,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2024,01,21009,1,0046,1,1,202301210091004614,1,4,3,1,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2024,01,27169,1,0060,1,1,202301271691006011,1,1,1,1,2, ,2,61,1,1,10,2,1962,1, , , , , , , , , , , , , , , ,4224,9602,3,5,1, ,2,25,0,8,8,8,8,8,8,48, ,48,1, ,2, ,2,2,2,350, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,1516, , , , , , , ,84,1516,1516,1600,1,582.319124142993
2024,01,27169,1,0060,1,1,202301271691006012,1,2,3,1,2, ,2,23,2,2,22,7,2000,1, , , , , , , , , , , , , , , ,3431,7310,3,5,1, ,1,9,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2,4,1650, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1,1650, , , , , , , , ,1650,1650,1650,1,739.616005776608
2024,01,19612,1,0021,1,1,202310196121002111,1,1,1,1,2, ,2,53,1,1,15,6,1970,1, , , , , , , , , , , , , , , ,4416,4100,3,5,1, ,1,15,0,0,6,6,6,6,6,30,10,48,2,48,1,1,1,2,4,1800, , , , , ,150, , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1,1800, , , , ,150, , ,450,1950,1800,2400,1,618.675064878263
2024,01,19612,1,0021,1,1,202310196121002112,1,2,3,1,2, ,2,19,2,1,14,5,2004,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,1,1,5, , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,10,1, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,785.792465655794
2024,01,2609501,1,0129,1,1,20230126095011012911,1,1,1,1,2, ,1,60,1,1,17,2,1963,1, , , , , , , , , , , , , , , ,5243,4791,2, ,2,2,1,1,6,0,0,8,8,8,8,38, ,50,2,50,1,1,1,2, , , , , , , , , , , , , , , , ,1,1,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,11,6, ,2,2,2,2,2,2,10,7,1, , ,2414, , , , , , ,2414,2414,2414,1,687.92249008826
2024,01,2609501,1,0129,1,1,20230126095011012912,1,2,2,1,2, ,2,50,2,2,11,10,1973,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2, ,9533,4799,2, ,3,2,1,1,1,0,1,1,1,1,1,6, ,8,2,8,1,1,1,2, , , , , , , , , , , , , , , , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1, , ,100, , , , , , ,100,100,100,1,632.752002585963
2024,01,2609501,1,0129,1,1,20230126095011012913,1,3,3,1,2, ,1,26,3,3,13,11,1997,1, , , , , , , , , , , , , , , ,3321,6512,3,5,1, ,5,3000,0,0,8,8,8,8,8,40, ,48,2,48,2, ,2,2,4,1800, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,1800, , , , , , , ,375,1800,1800,2175,1,847.842864421914
2024,01,2609501,1,0129,1,1,20230126095011012914,1,4,3,1,2, ,2,14,4,2,29,4,2009,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,2,2,7, , ,2,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,4, ,6,2,2,2,2,1,1,10,7,4, , , , , , , , , , , , ,1,803.671886078845
2024,01,2644601,1,0018,1,1,20231026446011001811,1,1,1,1,2, ,1,69,1,1,13,5,1954,1, , , , , , , , , , , , , , , ,1169,9499,3,5,1, ,1,12,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2,4,6000, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,12,2, ,2,2,2,2,2,2,10,7,1,6000, , , , , , , ,1500,6000,6000,7500,1,572.435995858105
2024,01,2644601,1,0018,1,1,20231026446011001812,1,2,2,1,2, ,2,56,2,1,21,7,1967,1, , , , , , , , , , , , , , , ,2251,8620,2, ,2,1,1,1,0,6,4,5,2,3,0,20, ,20,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,2,2, ,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1, , ,3600, , , , , , ,3600,3600,3600,1,526.527374741063
2024,01,24962,1,0003,1,1,202301249621000311,1,1,1,1,2, ,2,83,1,1,20,4,1940,1, , , , , , , , , , , , , , , ,9629,9609,2, ,3,2,1,1,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1, , ,2,2,2,2,2,2,1,1,1, , ,50, , , , , , ,50,50,50,1,465.902985080832
2024,01,24962,1,0003,1,1,202301249621000312,1,2,2,1,2, ,1,86,2,2,6,4,1937,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,2,2,7, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1, , ,1,2,1,1,1,2,13,1,4, , , , , , , , , , , , ,1,506.525685144421
2024,01,24962,1,0003,1,1,202401249621000313,1,3,3,1,2, ,2,54,3,3,12,9,1969,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2,2,6, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1, , ,2,2,1,1,2,2,13,1,4, , , , , , , , , , , , ,1,465.902985080832
2024,01,25706,1,0047,1,1,202210257061004711,1,1,1,1,2, ,2,72,1,1,1,7,1951,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,2,3, , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,498.453618043638
2024,01,25706,1,0047,1,1,202210257061004712,1,2,3,1,2, ,1,33,2,2,2,9,1990,1, , , , , , , , , , , , , , , ,5212,8299,3,4,1, ,2,25,0,0,0,8,8,8,8,32, ,48,2,48,2, ,2,1,3,1200, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,2400, , , , , , , , ,2400,2400,2400,1,667.892541748488
2024,01,25706,1,0047,1,1,202210257061004713,1,3,5,1,2, ,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2024,01,47802,1,0042,1,1,202301478021004211,1,1,1,1,2, ,1,37,1,1,15,9,1986,1, , , , , , , , , , , , , , , ,3513,9511,2, ,2,2,1,1,0,0,10,10,10,10,10,50, ,60,2,60,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,1,1,1, , ,1100, , , , , , ,1100,1100,1100,1,896.749303417907
2024,01,47802,1,0042,1,1,202301478021004212,1,2,2,1,2, ,2,33,2,2,22,10,1990,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2,2,7, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,882.438339025465
2024,01,21655,1,0020,1,1,202210216551002011,1,1,1,1,2, ,1,78,1,1,2,7,1945,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,1,2,7, , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,9,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,593.476730385812
2024,01,21655,1,0020,1,1,202210216551002012,1,2,2,1,2, ,2,69,2,2,10,4,1954,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,8,2,1,11, , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,545.880669770824
2024,01,1801902,1,0097,1,1,20231018019021009711,1,1,1,1,2, ,1,61,1,1,24,9,1962,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2,2,7, , ,1,4,2, ,2, ,2, ,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,9,3, ,2,2,2,2,2,2,1,1,4, , , , , , , , , , , , ,1,401.505308961858
2024,01,1801902,1,0097,1,1,20231018019021009712,1,2,3,1,2, ,2,34,2,2,25,2,1989,1, , , , , , , , , , , , , , , ,2611,6910,2, ,2,1,1,1,0,5,5,5,5,5,5,30, ,30,1, ,1,1,1,1, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,11,6, ,2,2,2,2,2,2,10,7,1, , ,1400, , , , , , ,1400,1400,1400,1,486.945631619845
2024,01,47147,1,0007,1,1,202301471471000711,1,1,1,1,2, ,2,71,1,1,15,6,1952,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2,2,7, , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,4,2, ,2, ,4,5, ,2,2,2,2,2,2,1,1,4, , , , , , , , , , , , ,1,627.80635407423
2024,01,47147,1,0007,1,1,202301471471000712,1,3,3,1,1, ,2,44, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
2024,01,47147,1,0007,1,1,202301471471000714,1,4,5,1,1, ,1,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
2024,01,47147,1,0007,1,1,202401471471000714,1,2,3,1,2, ,1,36,2,2,15,5,1987,1, , , , , , , , , , , , , , , ,7111,4100,2, ,3,2,1,1,0,0,0,8,8,8,0,24, ,48,2,48,2, ,2,1, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , ,2000, , , , , , ,2000,2000,2000,1,841.216045726003
2024,01,22176,1,0086,1,1,202401221761008611,1,1,1,1,2, ,1,44,1,1,20,8,1979,1, , , , , , , , , , , , , , , ,5414,8010,3,4,1, ,4,150,12,12,12,12,0,12,12,72, ,72,1, ,2, ,2,2,4,1200, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,6,5, ,2,2,2,2,2,2,1,1,1,1200, , , , , , , ,50,1200,1200,1250,1,1359.11787793798
2024,01,22176,1,0086,1,1,202401221761008612,1,2,2,1,2, ,2,43,2,2,2,1,1981,1, , , , , , , , , , , , , , , ,5120,5610,3,5,1, ,4,200,0,0,8,8,8,8,8,40, ,48,2,48,2, ,2,2,4,1300,10, , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,1,1,1,1300,300, , , , , , ,324,1600,1600,1924,1,1337.42810635726
