ANIO,MES,CONGLOMERADO,MUESTRA,SELVIV,HOGAR,REGION,LLAVE_PANEL,ESTRATO,C201,C203,C204,C205,C206,C207,C208,NROINF,C301_DIA,C301_MES,C301_ANIO,C303,C304,C305,C306_1,C306_2,C306_3,C306_4,C306_5,C306_6,C306_7,C306_8,C306_9,C306_10,C306_10A,C306_11,C300n,C306A,C308_COD,C309_COD,C310,C311,C312,C313,C317,C317A,C318_1,C318_2,C318_3,C318_4,C318_5,C318_6,C318_7,C318_T,C328_T,whoraT,C330,C331,C333,C334,P209H,C335,C338,C339_1,C341_T,C342,C344,C345_1,C347_T,C348,C350,C352,C353,C354,C355,C356,C357_I,C358,C359,SEGURO1,C361_1,C362_1,C361_2,C362_2,C361_3,C362_3,C361_4,C362_4,C361_5,C362_5,C361_6,C362_6,C361_7,C362_7,C361_8,C362_8,C364_1,C365_1,C364_2,C365_2,C364_3,C365_3,C364_4,C365_4,C366,C366_1,C366_2,C375_1,C375_2,C375_3,C375_4,C375_5,C375_6,C376,C377,OCUP300,I339_1,D341_T,I342,D344,I345_1,I348,D347_T,D350,D351_T,INGTOT,INGTOTP,ingtrabw,RESIDENT,fa_mam25
2025,04,2625902,1,0011,1,1,20240426259021001111,1,1,1,1,2, ,1,54,1,16,1,1971,1, , , , , , , , , , , , , , ,1, ,4110,4100,3,5,1, ,1,18,0,9,9,9,9,9,9,54, ,54,1, ,2, ,2,2,4,6000, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,6000, , , , , , , ,1500,6000,6000,7500,1,784.051449926566
2025,04,26515,1,0075,1,1,202501265151007511,1,1,1,1,2, ,2,61,1,1,6,1963,1, , , , , , , , , , , , , , ,1, ,2643,7490,2, ,2,2,1,1,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,1,1,2,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1, , ,7500, , , , , , ,7500,7500,7500,1,1048.11259855442
2025,04,26515,1,0075,1,1,202501265151007512,1,2,3,1,2, ,1,35,2,12,12,1989,1, , , , , , , , , , , , , , ,2, ,2611,6910,1, ,1, ,1,3,0,8,8,8,8,8,8,48, ,48,1, ,2, ,2,2, , , ,7500, , , , , , , , , , , , ,1,2,2, ,1,2,2, ,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,12,2, ,2,2,2,2,2,2,10,7,1, , ,7500, , , , , , ,7500,7500,7500,1,1384.89562558982
2025,04,26613,1,0070,1,1,202504266131007011,1,1,1,1,2, ,1,68,1,9,4,1957,1, , , , , , , , , , , , , , ,1, ,5111,5110,3,5,1, ,5,9998,0,12,0,12,0,12,0,36, ,36,1, ,2, ,2,2,4,6000, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,10,3, ,2,2,2,2,2,2,10,7,1,6000, , , , , , , ,1500,6000,6000,7500,1,1210.9083520099
2025,04,2694701,1,0066,1,1,20240426947011006611,1,1,1,1,2, ,1,52,1,7,9,1972,1, , , , , , , , , , , , , , ,1, ,2211,8610,3,5,1, ,5,3000,0,8,12,8,0,0,0,28, ,43,2,43,2, ,2,2,4,7500, , , , , , , , , , , , , , ,1,3,1,1,2, ,1,4,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,12,2, ,2,2,2,2,2,2,10,7,1,7500, , , , , , , , ,7500,7500,7500,1,903.726117476855
2025,04,26517,1,0045,1,1,202401265171004512,1,2,2,1,2, ,2,62,2,9,10,1962,1, , , , , , , , , , , , , , ,2, ,1211,6820,3,5,1, ,3,60,0,8,8,8,8,8,8,48, ,48,1, ,2, ,2,2,4,6000, , , , , , , , , , , , , , ,1,3,1,1,2, ,1,1,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,6000, , , , , , , ,1500,6000,6000,7500,1,1263.88454525212
2025,04,1778902,1,0035,1,1,20240417789021003511,1,1,1,1,2, ,1,56,2,4,9,1968,1, , , , , , , , , , , , , , ,1, ,2251,8610,3,3, , ,5,9998,0,6,6,6,6,6,6,36, ,36,1, ,2, ,2,2,4,6000, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,12,2, ,2,2,2,2,2,2,10,7,1,6000, , , , , , , ,1500,6000,6000,7500,1,252.928027196828
2025,04,1847901,1,0111,1,1,20250418479011011111,1,1,1,1,2, ,1,66,1,19,12,1958,2,1, , , , , , , , , , , , , ,1, ,8343,5222,3,5,1, ,5,2000,0,0,0,0,0,0,0,0, ,48,2,48,2, ,2,2,4,6000, , , , , , , , , , , , , , ,1,3,1,1,2, ,1,1,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,10,2, ,2,2,2,2,2,2,10,7,1,6000, , , , , , , ,1500,6000,6000,7500,1,363.273492469455
2025,04,26470,1,0068,1,1,202401264701006811,1,1,1,1,2, ,1,38,1,14,12,1986,1, , , , , , , , , , , , , , ,1, ,2152,2710,3,5,1, ,4,500,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2,4,6000, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,12,2, ,2,2,2,2,2,2,10,7,1,6000, , , , , , , ,1500,6000,6000,7500,1,1041.68042376161
2025,05,20507,1,0123,1,1,202505205071012313,1,3,3,1,2, ,2,36,3,21,8,1988,1, , , , , , , , , , , , , , ,3, ,2411,4659,3,5,1, ,4,180,0,12,12,8,12,8,0,52, ,52,2,48,1,2,2,2,4,6000, , , , , , , , , , , , , , ,1,3,1,1,2, ,1,1,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,6000, , , , , , , ,1500,6000,6000,7500,1,1155.26323719566
2025,05,26398,1,0088,1,1,202502263981008813,1,3,3,1,2, ,2,35,1,3,2,1990,1, , , , , , , , , , , , , , ,3, ,4416,8413,3,2, , ,5,9998,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2,4,6000, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,6,1,6000, , , , , , , ,1500,6000,6000,7500,1,969.75558195161
2025,05,26466,1,0057,1,1,202402264661005713,1,3,3,1,2, ,2,50,3,28,7,1974,1, , , , , , , , , , , , , , ,3, ,2212,8610,3,5,1, ,5,600,0,12,0,12,0,12,0,36, ,36,1, ,2, ,2,2,4,6000, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,7, ,2,2,2,2,2,2,10,7,1,6000, , , , , , , ,1500,6000,6000,7500,1,766.077102611352
2025,05,2528402,1,0011,1,1,20250525284021001111,1,1,1,1,2, ,1,65,1,9,9,1959,1, , , , , , , , , , , , , , ,1, ,2611,8411,3,2, , ,5,9998,0,8,8,8,8,8,0,40, ,40,1, ,1,1,1,2,4,6000, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,12,2, ,2,2,2,2,2,2,10,5,1,6000, , , , , , , ,1500,6000,6000,7500,1,821.247479441604
2025,05,2653302,1,0051,1,1,20250526533021005111,1,1,1,1,2, ,2,49,1,23,1,1976,1, , , , , , , , , , , , , , ,1, ,2142,7110,3,5,1, ,2,40,0,10,10,10,10,10,0,50, ,50,1, ,1,1,1,2,4,6000, , , , , , , , , , , , , , ,1,3,1,1,2, ,1,1,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,6000, , , , , , , ,1500,6000,6000,7500,1,816.083630181052
2025,05,2693901,1,0017,1,1,20240226939011001711,1,1,1,1,2, ,1,68,1,30,1,1957,1, , , , , , , , , , , , , , ,1, ,2421,6492,3,5,1, ,5,9998,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2,4,6000, , , , , , , , , , , , , , ,1,3,1,1,2, ,1,1,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,12,2, ,2,2,2,2,2,2,10,8,1,6000, , , , , , , ,1500,6000,6000,7500,1,862.626048546275
2025,03,18045,1,0080,1,1,202412180451008011,1,1,1,1,2, ,1,38,1,26,3,1986,1, , , , , , , , , , , , , , ,1, ,2330,8521,3,2, , ,5,9998,0,8,8,8,8,8,0,40,30,70,1, ,1,1,1,2,4,3100, , , ,3100, , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,12,2, ,2,2,2,2,2,2,10,7,1,3100, , , ,3100, , , ,1293,6200,3100,7493,1,1021.29985661668
2025,04,29135,1,0022,1,1,202504291351002211,1,1,1,1,2, ,1,45,1,19,9,1979,1, , , , , , , , , , , , , , ,1, ,2320,2395,3,5,1, ,4,400,0,8,8,8,0,0,0,24, ,40,2,40,2, ,2,2,4,6000,100, , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,6000,433, , , , , , ,1050,6433,6433,7483,1,834.244990761236
2025,05,1924402,1,0015,1,1,20250519244021001511,1,1,1,1,2, ,1,50,1,14,12,1974,1, , , , , , , , , , , , , , ,1, ,7111,4100,1, ,3,2,1,3,0,8,8,8,8,8,5,45, ,45,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , ,7417, , , , , , ,7417,7417,7417,1,696.462875467805
2025,04,2657901,1,0056,1,1,20240426579011005612,1,2,3,1,2, ,1,25,2,19,5,1999,1, , , , , , , , , , , , , , ,2, ,2631,7020,3,5,1, ,4,150,0,8,8,8,0,0,0,24, ,40,2,40,2, ,2,1,4,5200, , , , , , , , , , , , , , ,1,3,1,1,2, ,1,1,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,5200, , , , , , , ,2216,5200,5200,7416,1,896.653185986354
2025,04,25213,1,0026,1,1,202504252131002612,1,2,2,1,2, ,2,39,2,31,12,1985,1, , , , , , , , , , , , , , ,2, ,5120,5610,2, ,2,1,1,2,10,10,10,10,10,10,10,70, ,70,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , ,7300,50, , , , , ,7350,7350,7350,1,726.117482114895
2025,04,29135,1,0027,1,1,202504291351002711,1,1,1,1,2, ,1,37,2,6,1,1988,1, , , , , , , , , , , , , , ,1, ,5212,4752,1, ,1, ,1,4,5,9,9,9,9,9,9,59, ,59,1, ,1,1,1,1, , , ,7000,300, , , , , , , , , , , ,1,1,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1, , ,7000,300, , , , , ,7300,7300,7300,1,1015.41010132133
2025,04,25753,2,0060,1,1,202504257532006011,1,1,1,1,2, ,1,36,1,29,3,1989,1, , , , , , , , , , , , , , ,1, ,2142,7110,2, ,1, ,1,1,0,10,10,10,10,10,6,56, ,56,1, ,2, ,2,2, , , ,7000,300, , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1, , ,7000,300, , , , , ,7300,7300,7300,1,495.433372587806
2025,03,17919,1,0099,1,1,202403179191009912,1,2,3,1,2, ,1,19,2,21,3,2006,1, , , , , , , , , , , , , , ,2, ,3421,9312,3,5,1, ,2,30,0,2,0,0,2,2,2,8, ,8,1, ,1,2,2,2,4,7000,60, , , , , , , , , , , , , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,7000,260, , , , , , , ,7260,7260,7260,1,447.716484323737
2025,05,27293,1,0144,1,1,202505272931014412,1,2,3,1,2, ,2,33,2,25,1,1992,1, , , , , , , , , , , , , , ,2, ,4110,8291,3,5,1, ,2,30,0,8,8,8,0,8,0,32, ,32,1, ,2, ,2,2,4,6000, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,6, ,2,2,2,2,2,2,10,7,1,6000, , , , , , , ,1251,6000,6000,7251,1,1201.31173143257
2025,04,2416602,1,0050,1,1,20240124166021005014,1,4,4,1,2, ,1,44,3,8,1,1981,1, , , , , , , , , , , , , , ,4, ,2211,8610,3,2, , ,5,9998,6,12,12,12,12,12,12,78,7,85,1, ,2, ,2,2,4,5200, , , , , ,2000, , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,7, ,2,2,2,2,2,2,10,7,1,5200, , , , ,2000, , ,50,7200,5200,7250,1,1127.38990642293
2025,03,29575,1,0005,1,1,202503295751000511, ,1,1,1,2, ,1,59,2,15,11,1965,1, , , , , , , , , , , , , , ,1, ,3121,729,3,5,1, ,5,9990,8,8,8,8,8,8,8,56, ,56,1, ,2, ,2,2,4,6000,1200, , , , , , , , , , , , , ,1,3,1,2,2, ,1,1,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,12,2, ,2,2,2,2,2,2,10,1,1,6000,1200, , , , , , , ,7200,7200,7200,1,945.347793839681
